CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession
1611,Male,87,149685,30,Executive
1612,Female,68,89765,28,Artist
1613,Female,14,177701,49,Entertainment
1614,Male,24,64738,67,Artist
1615,Female,10,92734,28,Lawyer
1616,Female,53,146877,47,Healthcare
1617,Female,39,62935,60,Artist
1618,Female,16,67178,17,Entertainment
1619,Female,64,115754,35,Engineer
1620,Female,41,186470,21,Artist
1621,Male,16,100939,34,Healthcare
1622,Female,94,86172,55,Artist
1623,Female,40,184222,17,Healthcare
1624,Male,81,71543,1,Entertainment
1625,Female,18,174836,63,Healthcare
1626,Female,78,130706,72,
1627,Male,8,74407,100,Doctor
1628,Male,64,130055,46,Healthcare
1629,Male,45,88707,81,Healthcare
1630,Male,99,162762,52,Healthcare
1631,Male,59,154821,77,Doctor
1632,Male,53,57248,66,Lawyer
1633,Female,66,99902,54,Engineer
1634,Female,1,165711,50,Artist
1635,Male,73,97455,55,
1636,Female,34,93866,43,Entertainment
1637,Female,1,141307,17,Healthcare
1638,Male,73,172011,9,Doctor
1639,Male,90,68138,18,Healthcare
1640,Female,32,123246,100,Homemaker
1641,Female,47,124194,32,Doctor
1642,Male,15,188696,87,Homemaker
1643,Female,78,91213,84,Lawyer
1644,Female,83,166650,99,Healthcare
1645,Male,2,52727,60,Artist
1646,Male,75,126469,86,Entertainment
1647,Male,45,138775,17,Executive
1648,Female,49,68901,70,Doctor
1649,Female,41,118621,7,Homemaker
1650,Male,34,109263,77,Entertainment
1651,Male,82,150012,83,Healthcare
1652,Male,37,133850,85,Marketing
1653,Female,25,81640,95,Entertainment
1654,Female,52,133214,1,Marketing
1655,Female,23,186723,42,Entertainment
1656,Female,96,92100,23,Artist
1657,Male,5,64484,10,Homemaker
1658,Female,47,69024,3,Healthcare
1659,Male,81,171194,55,Artist
1660,Female,4,183282,34,Artist
1661,Female,8,100099,74,Healthcare
1662,Female,35,164435,26,Lawyer
1663,Male,67,172407,60,Doctor
1664,Female,9,84781,14,Executive
1665,Male,82,186130,61,Lawyer
1666,Female,2,56782,10,Artist
1667,Male,95,137206,4,Artist
1668,Female,9,146950,92,Doctor
1669,Female,99,174275,4,Healthcare
1670,Male,96,97705,41,Homemaker
1671,Male,92,188984,69,Lawyer
1672,Male,24,119238,55,Artist
1673,Male,58,87923,19,Entertainment
1674,Male,15,128573,97,Executive
1675,Female,13,132374,96,Marketing
1676,Female,51,135164,75,Artist
1677,Male,9,165194,10,Artist
1678,Male,0,126060,92,Doctor
1679,Male,67,89366,55,Healthcare
1680,Male,58,95172,77,Healthcare
1681,Female,55,95975,49,Executive
1682,Female,52,165573,59,Healthcare
1683,Male,83,180887,59,Entertainment
1684,Female,83,142720,86,Executive
1685,Female,90,113460,54,Lawyer
1686,Male,87,110434,20,Artist
1687,Female,67,146016,38,Artist
1688,Male,81,101073,67,Executive
1689,Female,36,62617,10,Artist
1690,Female,51,96028,37,Artist
1691,Female,31,186334,37,Artist
1692,Female,57,163473,52,Artist
1693,Male,83,89819,59,Artist
1694,Female,51,69388,33,Engineer
1695,Female,15,134748,76,Marketing
1696,Female,18,149915,94,Doctor
1697,Female,88,104098,48,Healthcare
1698,Male,70,80160,10,Artist
1699,Male,9,124125,91,Artist
1700,Male,6,170226,31,Lawyer
1701,Female,8,53306,98,Engineer
1702,Male,55,103933,31,Executive
1703,Female,69,85401,10,Entertainment
1704,Female,18,53812,32,Homemaker
1705,Female,13,60771,50,Entertainment
1706,Female,69,56398,75,Entertainment
1707,Female,69,171118,91,Engineer
1708,Male,69,79806,73,Healthcare
1709,Female,89,150187,35,Healthcare
1710,Female,45,129455,14,Lawyer
1711,Female,75,116813,72,Entertainment
1712,Female,54,95734,39,Homemaker
1713,Male,33,76654,48,Artist
1714,Male,67,86289,96,Artist
1715,Male,26,176147,19,Healthcare
1716,Female,5,142351,97,Entertainment
1717,Male,65,186673,51,Doctor
1718,Female,94,131521,62,Artist
1719,Female,95,50223,15,Entertainment
1720,Female,48,74308,23,Entertainment
1721,Female,41,155881,22,Lawyer
1722,Female,92,168303,16,Executive
1723,Male,44,182748,58,Engineer
1724,Female,35,52374,73,Artist
1725,Female,34,86154,17,Doctor
1726,Female,52,163612,51,Executive
1727,Female,64,64756,17,Marketing
1728,Male,62,185257,58,Artist
1729,Male,58,78669,75,Artist
1730,Male,15,164520,47,Artist
1731,Female,65,92135,49,Homemaker
1732,Male,20,103195,68,Doctor
1733,Female,21,161663,36,Executive
1734,Female,79,57039,34,Artist
1735,Female,91,54754,4,Artist
1736,Female,92,136531,76,Engineer
1737,Male,62,120838,79,Artist
1738,Male,94,127927,48,Doctor
1739,Male,10,164214,77,Lawyer
1740,Female,53,145498,66,Artist
1741,Male,7,129215,69,Entertainment
1742,Female,92,152429,76,Entertainment
1743,Female,12,89252,31,Entertainment
1744,Female,31,147447,23,Doctor
1745,Female,93,74467,33,Lawyer
1746,Female,66,127410,37,Engineer
1747,Male,49,91290,44,Healthcare
1748,Female,64,92812,97,Artist
1749,Female,27,170166,18,Artist
1750,Female,33,150823,75,Artist
1751,Male,79,95839,30,Executive
1752,Female,14,60175,60,Executive
1753,Female,22,153024,91,Artist
1754,Female,8,116858,67,Artist
1755,Female,6,122961,47,Doctor
1756,Male,81,141471,45,Artist
1757,Male,69,76155,14,Healthcare
1758,Male,0,108169,24,Executive
1759,Female,61,139520,39,Artist
1760,Male,62,182631,52,Artist
1761,Female,95,177134,78,Healthcare
1762,Female,32,181703,54,Lawyer
1763,Female,13,61917,16,Artist
1764,Female,1,140648,36,Executive
1765,Female,63,176783,40,Doctor
1766,Male,75,59741,67,Artist
1767,Female,43,156567,89,Engineer
1768,Female,29,110309,21,Artist
1769,Female,82,111077,55,Artist
1770,Female,87,170333,96,Entertainment
1771,Male,66,183339,39,Artist
1772,Female,99,84167,46,Artist
1773,Female,54,184815,50,Lawyer
1774,Female,49,122556,74,Artist
1775,Female,60,174768,66,Entertainment
1776,Male,75,172309,82,Executive
1777,Male,77,117920,4,Doctor
1778,Male,34,134882,61,Artist
1779,Female,63,77259,11,Lawyer
1780,Male,38,170019,38,Artist
1781,Female,68,176884,94,Engineer
1782,Female,80,106709,93,Marketing
1783,Female,8,168723,31,Homemaker
1784,Female,86,90228,68,Engineer
1785,Female,1,89473,85,Lawyer
1786,Male,56,131911,42,Healthcare
1787,Female,14,140107,63,Marketing
1788,Female,4,170403,44,Artist
1789,Female,58,51416,46,
1790,Female,6,52648,2,Artist
1791,Male,17,125471,48,Engineer
1792,Female,55,106153,62,Artist
1793,Male,14,124785,28,Lawyer
1794,Female,22,101474,14,Homemaker
1795,Female,8,141359,65,Healthcare
1796,Female,70,57596,96,Artist
1797,Female,67,78489,81,Artist
1798,Male,50,112957,71,Executive
1799,Male,72,82377,37,Engineer
1800,Male,76,82315,53,Engineer
1801,Male,80,93253,51,Artist
1802,Male,20,189650,60,Lawyer
1803,Female,89,114858,53,Artist
1804,Female,18,62151,18,Artist
1805,Female,75,135159,12,Engineer
1806,Female,5,126263,55,Marketing
1807,Female,79,123064,41,Artist
1808,Female,31,181773,40,Healthcare
1809,Male,92,171794,65,Artist
1810,Female,15,156339,27,Homemaker
1811,Male,94,65483,84,Marketing
1812,Female,35,145654,22,Executive
1813,Female,68,91609,43,Entertainment
1814,Female,29,53002,73,Lawyer
1815,Male,87,115699,61,Healthcare
1816,Male,33,149609,44,Executive
1817,Female,29,165254,7,Executive
1818,Male,43,50418,49,Healthcare
1819,Male,43,103531,90,Artist
1820,Female,66,184060,98,Artist
1821,Male,23,75961,70,Executive
1822,Male,87,174163,28,Artist
1823,Female,81,105255,54,Executive
1824,Male,42,51860,4,Lawyer
1825,Female,32,185218,83,Healthcare
1826,Male,7,189709,18,Artist
1827,Female,91,134665,66,Artist
1828,Male,95,91352,9,Doctor
1829,Female,10,154623,21,Artist
1830,Female,20,113767,88,Artist
1831,Male,5,160469,61,Lawyer
1832,Female,84,99418,27,Artist
1833,Male,54,56215,34,Healthcare
1834,Male,12,55639,63,Healthcare
1835,Female,90,62504,99,Artist
1836,Female,19,151382,38,Lawyer
1837,Female,91,156574,96,Marketing
1838,Female,90,60998,35,Entertainment
1839,Female,60,108509,36,Doctor
1840,Female,68,85540,49,Homemaker
1841,Female,43,73915,47,Artist
1842,Male,52,148901,77,Healthcare
1843,Male,81,152602,91,Entertainment
1844,Female,54,58999,22,Entertainment
1845,Female,43,133740,37,Artist
1846,Female,20,113217,41,Lawyer
1847,Female,71,60209,46,Artist
1848,Female,26,145491,72,Entertainment
1849,Female,75,61393,65,Doctor
1850,Female,52,133252,55,Artist
1851,Female,40,187234,14,Doctor
1852,Male,5,145563,60,Entertainment
1853,Female,46,165810,38,Healthcare
1854,Male,98,125181,30,Artist
1855,Female,84,56809,96,Healthcare
1856,Male,35,69419,68,Healthcare
1857,Female,78,70689,54,Artist
1858,Male,64,55011,53,Artist
1859,Female,98,87955,79,Engineer
1860,Male,66,153660,24,Healthcare
1861,Male,32,104494,28,Healthcare
1862,Male,22,184443,44,Executive
1863,Female,17,150778,35,Entertainment
1864,Female,22,88729,81,Engineer
1865,Male,9,151902,18,Artist
1866,Male,24,51604,4,Artist
1867,Female,8,157316,75,Artist
1868,Female,52,125508,15,Artist
1869,Male,62,186157,54,Healthcare
1870,Female,37,169381,45,Entertainment
1871,Male,68,110195,47,Homemaker
1872,Female,63,81199,80,Entertainment
1873,Female,15,58459,67,Executive
1874,Female,44,173682,89,Artist
1875,Male,18,162983,16,Entertainment
1876,Male,30,94480,1,Executive
1877,Female,69,168710,80,Doctor
1878,Male,16,150193,83,Engineer
1879,Female,71,91823,74,Artist
1880,Female,24,173091,24,Entertainment
1881,Male,57,102692,94,Healthcare
1882,Male,97,156812,77,Healthcare
1883,Male,68,51468,48,Artist
1884,Female,11,114071,37,Healthcare
1885,Female,63,155638,81,
1886,Male,68,129971,61,Artist
1887,Female,69,104160,77,Engineer
1888,Female,77,124995,66,Healthcare
1889,Female,73,180437,50,Entertainment
1890,Female,19,134644,96,Executive
1891,Female,1,130089,67,Artist
1892,Male,71,149318,27,Artist
1893,Male,6,125591,79,Healthcare
1894,Female,68,173047,17,Healthcare
1895,Female,39,61298,91,Artist
1896,Male,75,132993,55,Entertainment
1897,Female,65,72313,36,Lawyer
1898,Female,30,84885,9,Entertainment
1899,Male,46,126228,95,Marketing
1900,Male,40,51199,29,Executive
1901,Female,40,54631,70,Artist
1902,Female,20,131810,16,Healthcare
1903,Male,88,138482,59,Marketing
1904,Male,85,74081,87,Healthcare
1905,Male,94,112426,54,Engineer
1906,Female,52,164038,53,
1907,Female,68,53552,97,Marketing
1908,Male,15,142147,78,Artist
1909,Male,4,180324,41,Artist
1910,Male,59,149067,78,Doctor
1911,Male,32,184408,38,Entertainment
1912,Female,8,59116,45,Artist
1913,Female,92,174786,94,Executive
1914,Male,9,71076,2,Artist
1915,Female,41,56837,4,Healthcare
1916,Female,18,134752,47,Engineer
1917,Female,78,112887,80,Entertainment
1918,Female,0,73128,74,Artist
1919,Female,11,152765,17,Healthcare
1920,Female,36,140637,19,Executive
1921,Male,46,137973,50,Healthcare
1922,Female,95,126791,34,Artist
1923,Female,97,75125,89,Executive
1924,Male,2,101718,11,Executive
1925,Female,94,69654,30,Homemaker
1926,Female,0,105935,46,Doctor
1927,Male,3,74607,69,Healthcare
1928,Male,77,151985,29,Healthcare
1929,Male,70,76892,64,Executive
1930,Male,58,87602,25,Executive
1931,Male,72,182317,46,Healthcare
1932,Male,90,158280,92,Executive
1933,Female,23,59905,79,
1934,Female,87,128153,42,Artist
1935,Male,64,142612,58,Doctor
1936,Female,15,180163,9,Doctor
1937,Female,14,68009,17,Artist
1938,Male,54,166183,65,Artist
1939,Male,76,132537,44,Doctor
1940,Female,76,146308,49,Artist
1941,Female,52,63454,38,Artist
1942,Male,96,110519,6,Artist
1943,Female,55,66728,50,Healthcare
1944,Female,54,170638,64,Artist
1945,Male,19,129635,100,Artist
1946,Male,29,133587,74,Marketing
1947,Male,96,126225,47,Engineer
1948,Female,20,148776,21,Artist
1949,Female,91,142602,64,Lawyer
1950,Male,37,102413,38,Healthcare
1951,Male,42,68765,69,Entertainment
1952,Male,1,57522,75,Artist
1953,Female,58,149237,80,Entertainment
1954,Female,42,184844,24,Entertainment
1955,Female,48,131656,45,Lawyer
1956,Female,11,181026,39,Marketing
1957,Male,59,101698,87,Artist
1958,Female,45,152560,32,Entertainment
1959,Male,73,142502,97,Doctor
1960,Female,85,155432,21,Engineer
1961,Female,70,108544,49,Entertainment
1962,Female,52,106530,46,Engineer
1963,Male,70,124359,51,Homemaker
1964,Female,88,146970,90,Artist
1965,Male,61,182176,96,Artist
1966,Female,46,114435,34,Artist
1967,Male,65,134213,32,Homemaker
1968,Female,84,115580,73,Entertainment
1969,Female,76,124034,88,Executive
1970,Male,31,67894,42,Doctor
1971,Male,55,107099,89,Executive
1972,Male,45,140263,88,Entertainment
1973,Male,98,104249,12,Engineer
1974,Male,40,168821,36,Executive
1975,Female,14,153145,59,Healthcare
1976,Female,41,128960,43,Executive
1977,Male,60,127438,82,Engineer
1978,Male,60,125968,100,Lawyer
1979,Male,84,104589,85,Artist
1980,Male,0,165321,93,Doctor
1981,Female,10,86925,76,Artist
1982,Female,62,149797,19,Artist
1983,Male,33,137094,68,Lawyer
1984,Female,52,55395,41,Marketing
1985,Female,2,153622,51,Lawyer
1986,Male,27,74050,44,Entertainment
1987,Female,4,68094,61,Doctor
1988,Male,63,59244,80,Artist
1989,Female,54,118944,77,Artist
1990,Female,47,75293,55,Doctor
1991,Female,30,166983,69,Artist
1992,Female,97,129444,96,Entertainment
1993,Male,94,181183,24,Marketing
1994,Female,64,175254,100,Artist
1995,Female,19,54121,89,Engineer
1996,Female,71,184387,40,Artist
1997,Female,91,73158,32,Doctor
1998,Male,87,90961,14,Healthcare
1999,Male,77,182109,4,Executive
2000,Male,90,110610,52,Entertainment
